process,priority,value,run,name
sample_prep_manual_out,2,1473.0,22,base
sample_heat_in,2,1504.0,22,base
sample_heat_out,2,1533.0,22,base
rna_extraction_in,2,1558.0,22,base
rna_extraction_out,2,1686.0,22,base
pcr_prep_in,2,1688.0,22,base
pcr_prep_out,2,1702.0,22,base
pcr_in,2,1703.0,22,base
pcr_out,2,1805.0,22,base
data_analysis_in,2,1805.0,22,base
data_analysis_out,2,1819.0,22,base
sample_preprocess_in,1,113.0,23,base
sample_preprocess_out,1,223.0,23,base
sample_receipt_in,1,576.0,23,base
sample_receipt_out,1,620.0,23,base
sample_prep_manual_in,1,620.0,23,base
sample_prep_manual_out,1,659.0,23,base
sample_heat_in,1,671.0,23,base
sample_heat_out,1,700.0,23,base
rna_extraction_in,1,728.0,23,base
rna_extraction_out,1,855.0,23,base
pcr_prep_in,1,873.0,23,base
pcr_prep_out,1,896.0,23,base
pcr_in,1,897.0,23,base
pcr_out,1,1010.0,23,base
data_analysis_in,1,1010.0,23,base
data_analysis_out,1,1021.0,23,base
sample_preprocess_in,2,250.0,23,base
sample_preprocess_out,2,265.0,23,base
sample_receipt_in,2,1056.0,23,base
sample_receipt_out,2,1091.0,23,base
sample_prep_manual_in,2,1092.0,23,base
sample_prep_manual_out,2,1473.0,23,base
sample_heat_in,2,1478.0,23,base
sample_heat_out,2,1506.0,23,base
rna_extraction_in,2,1525.0,23,base
rna_extraction_out,2,1650.0,23,base
pcr_prep_in,2,1664.0,23,base
pcr_prep_out,2,1683.0,23,base
pcr_in,2,1683.0,23,base
pcr_out,2,1786.0,23,base
data_analysis_in,2,1786.0,23,base
data_analysis_out,2,1797.0,23,base
sample_preprocess_in,1,101.0,24,base
sample_preprocess_out,1,127.0,24,base
sample_receipt_in,1,592.0,24,base
sample_receipt_out,1,630.0,24,base
sample_prep_manual_in,1,631.0,24,base
sample_prep_manual_out,1,672.0,24,base
sample_heat_in,1,678.0,24,base
sample_heat_out,1,704.0,24,base
rna_extraction_in,1,740.0,24,base
rna_extraction_out,1,868.0,24,base
pcr_prep_in,1,900.0,24,base
pcr_prep_out,1,928.0,24,base
pcr_in,1,928.0,24,base
pcr_out,1,1031.0,24,base
data_analysis_in,1,1031.0,24,base
data_analysis_out,1,1044.0,24,base
sample_preprocess_in,2,249.0,24,base
sample_preprocess_out,2,260.0,24,base
sample_receipt_in,2,1062.0,24,base
sample_receipt_out,2,1101.0,24,base
sample_prep_manual_in,2,1102.0,24,base
sample_prep_manual_out,2,1476.0,24,base
sample_heat_in,2,1479.0,24,base
sample_heat_out,2,1516.0,24,base
rna_extraction_in,2,1548.0,24,base
rna_extraction_out,2,1672.0,24,base
pcr_prep_in,2,1686.0,24,base
pcr_prep_out,2,1701.0,24,base
pcr_in,2,1702.0,24,base
pcr_out,2,1805.0,24,base
data_analysis_in,2,1805.0,24,base
data_analysis_out,2,1816.0,24,base
sample_preprocess_in,1,109.0,25,base
sample_preprocess_out,1,139.0,25,base
sample_receipt_in,1,605.0,25,base
sample_receipt_out,1,655.0,25,base
sample_prep_manual_in,1,656.0,25,base
sample_prep_manual_out,1,690.0,25,base
sample_heat_in,1,698.0,25,base
sample_heat_out,1,725.0,25,base
rna_extraction_in,1,759.0,25,base
rna_extraction_out,1,885.0,25,base
pcr_prep_in,1,909.0,25,base
pcr_prep_out,1,929.0,25,base
pcr_in,1,929.0,25,base
pcr_out,1,1034.0,25,base
data_analysis_in,1,1034.0,25,base
data_analysis_out,1,1049.0,25,base
sample_preprocess_in,2,269.0,25,base
sample_preprocess_out,2,281.0,25,base
sample_receipt_in,2,2064.0,25,base
sample_receipt_out,2,2108.0,25,base
sample_prep_manual_in,2,2108.0,25,base
sample_prep_manual_out,2,2144.0,25,base
sample_heat_in,2,2158.0,25,base
sample_heat_out,2,2185.0,25,base
rna_extraction_in,2,2218.0,25,base
rna_extraction_out,2,2346.0,25,base
pcr_prep_in,2,2375.0,25,base
pcr_prep_out,2,2389.0,25,base
pcr_in,2,2389.0,25,base
pcr_out,2,2490.0,25,base
data_analysis_in,2,2490.0,25,base
data_analysis_out,2,2504.0,25,base
sample_preprocess_in,1,108.0,26,base
sample_preprocess_out,1,223.0,26,base
sample_receipt_in,1,579.0,26,base
sample_receipt_out,1,621.0,26,base
sample_prep_manual_in,1,621.0,26,base
sample_prep_manual_out,1,663.0,26,base
sample_heat_in,1,679.0,26,base
sample_heat_out,1,706.0,26,base
rna_extraction_in,1,735.0,26,base
rna_extraction_out,1,862.0,26,base
pcr_prep_in,1,882.0,26,base
pcr_prep_out,1,910.0,26,base
pcr_in,1,910.0,26,base
pcr_out,1,1010.0,26,base
data_analysis_in,1,1011.0,26,base
data_analysis_out,1,1027.0,26,base
sample_preprocess_in,2,280.0,26,base
sample_preprocess_out,2,295.0,26,base
sample_receipt_in,2,2000.0,26,base
sample_receipt_out,2,2044.0,26,base
sample_prep_manual_in,2,2044.0,26,base
sample_prep_manual_out,2,2074.0,26,base
sample_heat_in,2,2087.0,26,base
sample_heat_out,2,2114.0,26,base
rna_extraction_in,2,2144.0,26,base
rna_extraction_out,2,2269.0,26,base
pcr_prep_in,2,2299.0,26,base
pcr_prep_out,2,2315.0,26,base
pcr_in,2,2316.0,26,base
pcr_out,2,2422.0,26,base
data_analysis_in,2,2423.0,26,base
data_analysis_out,2,2434.0,26,base
sample_preprocess_in,1,102.0,27,base
sample_preprocess_out,1,120.0,27,base
sample_receipt_in,1,574.0,27,base
sample_receipt_out,1,615.0,27,base
sample_prep_manual_in,1,615.0,27,base
sample_prep_manual_out,1,654.0,27,base
sample_heat_in,1,668.0,27,base
sample_heat_out,1,699.0,27,base
rna_extraction_in,1,729.0,27,base
rna_extraction_out,1,857.0,27,base
pcr_prep_in,1,871.0,27,base
pcr_prep_out,1,888.0,27,base
pcr_in,1,889.0,27,base
pcr_out,1,1021.0,27,base
data_analysis_in,1,1021.0,27,base
data_analysis_out,1,1031.0,27,base
sample_preprocess_in,2,241.0,27,base
sample_preprocess_out,2,256.0,27,base
sample_receipt_in,2,1058.0,27,base
sample_receipt_out,2,1095.0,27,base
sample_prep_manual_in,2,1096.0,27,base
sample_prep_manual_out,2,1471.0,27,base
sample_heat_in,2,1473.0,27,base
sample_heat_out,2,1506.0,27,base
rna_extraction_in,2,1535.0,27,base
rna_extraction_out,2,1659.0,27,base
pcr_prep_in,2,1673.0,27,base
pcr_prep_out,2,1688.0,27,base
pcr_in,2,1689.0,27,base
pcr_out,2,1788.0,27,base
data_analysis_in,2,1789.0,27,base
data_analysis_out,2,1802.0,27,base
sample_preprocess_in,1,111.0,28,base
sample_preprocess_out,1,134.0,28,base
sample_receipt_in,1,595.0,28,base
sample_receipt_out,1,629.0,28,base
sample_prep_manual_in,1,629.0,28,base
sample_prep_manual_out,1,669.0,28,base
sample_heat_in,1,687.0,28,base
sample_heat_out,1,715.0,28,base
rna_extraction_in,1,750.0,28,base
rna_extraction_out,1,883.0,28,base
pcr_prep_in,1,901.0,28,base
pcr_prep_out,1,928.0,28,base
pcr_in,1,928.0,28,base
pcr_out,1,1030.0,28,base
data_analysis_in,1,1031.0,28,base
data_analysis_out,1,1044.0,28,base
sample_preprocess_in,2,248.0,28,base
sample_preprocess_out,2,264.0,28,base
sample_receipt_in,2,2068.0,28,base
sample_receipt_out,2,2099.0,28,base
sample_prep_manual_in,2,2100.0,28,base
sample_prep_manual_out,2,2139.0,28,base
sample_heat_in,2,2163.0,28,base
sample_heat_out,2,2190.0,28,base
rna_extraction_in,2,2219.0,28,base
rna_extraction_out,2,2367.0,28,base
pcr_prep_in,2,2373.0,28,base
pcr_prep_out,2,2388.0,28,base
pcr_in,2,2388.0,28,base
pcr_out,2,2490.0,28,base
data_analysis_in,2,2490.0,28,base
data_analysis_out,2,2503.0,28,base
sample_preprocess_in,1,101.0,29,base
sample_preprocess_out,1,118.0,29,base
sample_receipt_in,1,571.0,29,base
sample_receipt_out,1,607.0,29,base
sample_prep_manual_in,1,607.0,29,base
sample_prep_manual_out,1,648.0,29,base
sample_heat_in,1,658.0,29,base
sample_heat_out,1,696.0,29,base
rna_extraction_in,1,729.0,29,base
rna_extraction_out,1,853.0,29,base
pcr_prep_in,1,863.0,29,base
pcr_prep_out,1,889.0,29,base
pcr_in,1,889.0,29,base
pcr_out,1,1007.0,29,base
data_analysis_in,1,1007.0,29,base
data_analysis_out,1,1020.0,29,base
sample_preprocess_in,2,247.0,29,base
sample_preprocess_out,2,262.0,29,base
sample_receipt_in,2,1974.0,29,base
sample_receipt_out,2,2022.0,29,base
sample_prep_manual_in,2,2023.0,29,base
sample_prep_manual_out,2,2067.0,29,base
sample_heat_in,2,2082.0,29,base
sample_heat_out,2,2112.0,29,base
rna_extraction_in,2,2139.0,29,base
rna_extraction_out,2,2266.0,29,base
pcr_prep_in,2,2288.0,29,base
pcr_prep_out,2,2303.0,29,base
pcr_in,2,2303.0,29,base
pcr_out,2,2407.0,29,base
data_analysis_in,2,2407.0,29,base
data_analysis_out,2,2420.0,29,base
